participant_code,study_version,submission_number,age,freek_familiarity,item_id,topic_id,condition_code,pipeline_family,display_position,funniness,coherence,freek_similarity,comment
P14,acl-1,1,50,1,T20-E1,T20,E1,validated_gtvh,13,1,1,2,
P31,acl-1,1,28,1,T01-C2,T01,C2,script_opposition,8,1,2,2,heeft een verteller nodig om over te komen
P31,acl-1,1,28,1,T02-E2,T02,E2,validated_gtvh,2,1,1,1,ik begrijp het niet
P31,acl-1,1,28,1,T03-C2,T03,C2,script_opposition,5,3,3,2,op zich wel grappig. Ik denk dat dit soort grappen werken door de manier waarop de verteller het brengt. op papier is het niet heel grappig
P31,acl-1,1,28,1,T04-E1,T04,E1,validated_gtvh,11,1,1,1,snap de grap niet
P31,acl-1,1,28,1,T05-A1,T05,A1,baseline,20,1,1,1,niet logisch
P31,acl-1,1,28,1,T06-E1,T06,E1,validated_gtvh,12,1,1,1,een huisarts zou toch nooit de kosten van overlijdingsriscio bespreken?
P31,acl-1,1,28,1,T07-A2,T07,A2,baseline,9,2,2,2,zielig
P31,acl-1,1,28,1,T08-E1,T08,E1,validated_gtvh,13,1,1,1,er wordt een verband gelegd in de laatste zin die totaal onduidelijk is
P31,acl-1,1,28,1,T09-C1,T09,C1,script_opposition,17,1,1,1,het is een beetje lullig
P31,acl-1,1,28,1,T10-E2,T10,E2,validated_gtvh,15,1,1,1,n
P31,acl-1,1,28,1,T11-A2,T11,A2,baseline,18,1,1,1,niet grappig
P31,acl-1,1,28,1,T12-A1,T12,A1,baseline,14,2,2,2,n
P31,acl-1,1,28,1,T13-C1,T13,C1,script_opposition,1,1,2,1,ik begrijp de grap niet. welke welkoms avond?
P31,acl-1,1,28,1,T14-C1,T14,C1,script_opposition,10,1,1,1,snap het niet
P31,acl-1,1,28,1,T15-A2,T15,A2,baseline,16,4,4,4,dit vind ik wel grappig
P31,acl-1,1,28,1,T16-E1,T16,E1,validated_gtvh,4,3,3,3,
P31,acl-1,1,28,1,T17-A2,T17,A2,baseline,3,4,3,2,werkt als opzichzelf staande grap
P31,acl-1,1,28,1,T18-E2,T18,E2,validated_gtvh,7,1,1,1,ik begrijp het niet
P31,acl-1,1,28,1,T19-A1,T19,A1,baseline,19,1,1,1,
P31,acl-1,1,28,1,T20-C2,T20,C2,script_opposition,6,1,1,1,n
P15,acl-1,1,33,3,T01-E2,T01,E2,validated_gtvh,5,3,3,5,
P15,acl-1,1,33,3,T02-A2,T02,A2,baseline,11,2,1,1,
P15,acl-1,1,33,3,T03-E2,T03,E2,validated_gtvh,10,5,5,3,
P15,acl-1,1,33,3,T04-A1,T04,A1,baseline,13,5,5,4,
P15,acl-1,1,33,3,T05-C1,T05,C1,script_opposition,1,2,2,1,
P15,acl-1,1,33,3,T06-A1,T06,A1,baseline,3,2,4,3,
P15,acl-1,1,33,3,T07-C2,T07,C2,script_opposition,16,2,2,1,
P15,acl-1,1,33,3,T08-A1,T08,A1,baseline,18,5,5,5,
P15,acl-1,1,33,3,T09-E1,T09,E1,validated_gtvh,4,3,3,2,
P15,acl-1,1,33,3,T10-A2,T10,A2,baseline,17,3,1,1,
P15,acl-1,1,33,3,T11-C2,T11,C2,script_opposition,9,3,3,3,
P15,acl-1,1,33,3,T12-C1,T12,C1,script_opposition,14,2,2,1,
P15,acl-1,1,33,3,T13-E1,T13,E1,validated_gtvh,6,1,1,1,
P15,acl-1,1,33,3,T14-E1,T14,E1,validated_gtvh,19,2,2,1,
P15,acl-1,1,33,3,T15-C2,T15,C2,script_opposition,2,3,3,3,
P15,acl-1,1,33,3,T16-A1,T16,A1,baseline,15,4,4,3,
P15,acl-1,1,33,3,T17-C2,T17,C2,script_opposition,12,3,2,1,
P15,acl-1,1,33,3,T18-A2,T18,A2,baseline,20,1,2,2,
P15,acl-1,1,33,3,T19-C1,T19,C1,script_opposition,7,1,1,2,
P15,acl-1,1,33,3,T20-E2,T20,E2,validated_gtvh,8,3,3,2,
P16,acl-1,1,35,1,T01-C2,T01,C2,script_opposition,3,3,4,1,
P16,acl-1,1,35,1,T02-E2,T02,E2,validated_gtvh,18,2,2,1,"Ik begrijp wat de grap tot uitdrukking probeert te brengen, maar de formulering mist hier doel."
P16,acl-1,1,35,1,T03-C2,T03,C2,script_opposition,11,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T04-E1,T04,E1,validated_gtvh,15,3,3,1,
P16,acl-1,1,35,1,T05-A1,T05,A1,baseline,16,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T06-E1,T06,E1,validated_gtvh,20,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T07-A2,T07,A2,baseline,1,4,5,1,De herkenbaarheid van de situatie en het sarcasme van de huisarts maken dat de grap voor mij werkt.
P16,acl-1,1,35,1,T08-E1,T08,E1,validated_gtvh,7,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T09-C1,T09,C1,script_opposition,6,1,1,1,
P16,acl-1,1,35,1,T10-E2,T10,E2,validated_gtvh,17,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T11-A2,T11,A2,baseline,13,2,3,1,
P16,acl-1,1,35,1,T12-A1,T12,A1,baseline,2,3,3,1,De grap is wat mij betreft iets te voorspelbaar.
P16,acl-1,1,35,1,T13-C1,T13,C1,script_opposition,14,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T14-C1,T14,C1,script_opposition,5,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T15-A2,T15,A2,baseline,9,2,3,1,"Ik begrijp wat de grap tot uitdrukking probeert te brengen, maar de formulering mist doel."
P16,acl-1,1,35,1,T16-E1,T16,E1,validated_gtvh,4,1,1,1,"De eerste zin van de grap lijkt irrelevant voor de rest van de grap. De logica van de grap ontbreekt verder: 'iedereen liep achteruit'; dit kan niet op een tribune, en 'de megafoon zei'; een megafoon zegt natuurlijk niets."
P16,acl-1,1,35,1,T17-A2,T17,A2,baseline,8,2,3,1,
P16,acl-1,1,35,1,T18-E2,T18,E2,validated_gtvh,10,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T19-A1,T19,A1,baseline,19,1,1,1,De grap is onbegrijpelijk.
P16,acl-1,1,35,1,T20-C2,T20,C2,script_opposition,12,3,4,1,
P17,acl-1,1,73,4,T01-A1,T01,A1,baseline,1,1,1,2,"Het is een zuur verhaal, ik zie niet in waarom dit leuk is, alleen wrang."
P17,acl-1,1,73,4,T02-C1,T02,C1,script_opposition,20,2,3,2,Morbide
P17,acl-1,1,73,4,T03-A1,T03,A1,baseline,5,3,2,3,Beetje flauw
P17,acl-1,1,73,4,T04-A2,T04,A2,baseline,18,2,2,3,
P17,acl-1,1,73,4,T05-C2,T05,C2,script_opposition,16,4,4,4,
P17,acl-1,1,73,4,T06-A2,T06,A2,baseline,4,1,1,2,"Het ""gaan uitslapen"" slaat hier nergens op."
P17,acl-1,1,73,4,T07-E1,T07,E1,validated_gtvh,11,1,2,1,
P17,acl-1,1,73,4,T08-A2,T08,A2,baseline,9,4,4,4,
P17,acl-1,1,73,4,T09-E2,T09,E2,validated_gtvh,13,4,5,4,
P17,acl-1,1,73,4,T10-C1,T10,C1,script_opposition,7,3,4,4,
P17,acl-1,1,73,4,T11-E1,T11,E1,validated_gtvh,8,1,1,2,Ik blijf hier hangen op het woord afspeelbalk.
P17,acl-1,1,73,4,T12-C2,T12,C2,script_opposition,2,1,1,3,De pointe zou van Freek kunnen zijn
P17,acl-1,1,73,4,T13-E2,T13,E2,validated_gtvh,6,1,1,2,Ik snap hem niet
P17,acl-1,1,73,4,T14-E2,T14,E2,validated_gtvh,3,2,3,4,"Het misverstand van de woningcorporatie heeft wel iets grappigs, past wel bij de stijl van Freek"
P17,acl-1,1,73,4,T15-E1,T15,E1,validated_gtvh,14,3,4,4,
P17,acl-1,1,73,4,T16-A2,T16,A2,baseline,10,2,3,2,
P17,acl-1,1,73,4,T17-E1,T17,E1,validated_gtvh,19,1,2,2,
P17,acl-1,1,73,4,T18-C1,T18,C1,script_opposition,17,1,2,1,
P17,acl-1,1,73,4,T19-C2,T19,C2,script_opposition,15,4,4,4,
P17,acl-1,1,73,4,T20-A1,T20,A1,baseline,12,2,3,4,
P18,acl-1,1,40,4,T01-E2,T01,E2,validated_gtvh,5,1,1,1,De zinsdelen volgen niet op elkaar. Een zoon die een politiek technische term gebruikt? Waarom wordt het poetsen geschorst? Niet te volgen eigenlijk.
P18,acl-1,1,40,4,T02-A2,T02,A2,baseline,12,2,2,3,"Niet helemaal duidelijk waarom de zee ""vroeger kwam en ging"", getijden zijn er nog steeds. Of bedoelde men qua overstromingen? Maar dat heeft weer weinig met normale getijden te maken."
P18,acl-1,1,40,4,T03-E2,T03,E2,validated_gtvh,19,2,2,2,
P18,acl-1,1,40,4,T04-A1,T04,A1,baseline,8,4,3,4,
P18,acl-1,1,40,4,T05-C1,T05,C1,script_opposition,10,2,2,2,
P18,acl-1,1,40,4,T06-A1,T06,A1,baseline,2,1,1,1,"""gokken op uw gezicht by Face ID"" is geen logische zinsbouw. Een Nederlander zou zeggen ""hopen dat ze er met Face ID alsnog in komen"". Net als dat je ook niet ""bij pincode"" gokt als je via die weg erin wil. Maar los hiervan, Face ID vereist kijkende ogen, dat lukt niet met een overledene. Ik kan eerlijk gezegd niet begrijpen waar deze grap op moet slaan."
P18,acl-1,1,40,4,T07-C2,T07,C2,script_opposition,3,2,2,2,"""Te ingewikkeld voor zorg"" kan ik niet plaatsen als een diagnose.  ""Kunt u de link bevestigen"" klinkt ook als een wat kromme zinsbouw, wellicht wordt er ""Kunt u op de link klikken ter bevestiging"" of iets dergelijks? Maar dan nog snap ik niet waarom het dan te ingewikkeld zou worden."
P18,acl-1,1,40,4,T08-A1,T08,A1,baseline,4,3,3,2,"Doktoren dragen meestal geen witte jas meer, maar ok het zou kunnen."
P18,acl-1,1,40,4,T09-E1,T09,E1,validated_gtvh,20,1,1,1,Ik zie de humor er niet van in.
P18,acl-1,1,40,4,T10-A2,T10,A2,baseline,11,1,2,2,"Weer een taalfout, dit keer Tante Betje stijl van één gezegde voor twee deelzinnen. In de tweede deelzin moet iets staan als ""houd ik de vergadering tijdens mijn lunch""."
P18,acl-1,1,40,4,T11-C2,T11,C2,script_opposition,7,2,2,3,"Het controleert of jij wel je smartphone werkend hebt, het controleert niks qua bestaan eigenlijk."
P18,acl-1,1,40,4,T12-C1,T12,C1,script_opposition,16,3,3,3,
P18,acl-1,1,40,4,T13-E1,T13,E1,validated_gtvh,13,1,1,1,Te moeilijk om er humor uit te halen.
P18,acl-1,1,40,4,T14-E1,T14,E1,validated_gtvh,15,1,1,2,"""tweede gratis: neem er drie"" is een geen logische aanbieding. Waarom de blender dan weg moet is mij ook niet duidelijk."
P18,acl-1,1,40,4,T15-C2,T15,C2,script_opposition,14,2,2,2,"Ik kan niet volgen wat ""gel bij de deur"" moet betekenen."
P18,acl-1,1,40,4,T16-A1,T16,A1,baseline,1,1,1,2,"Er staat meer dan 1 supporter, supporters schreeuwen een hoop, maar ik heb ze nog nooit gehoord over dat de scheids moet rennen."
P18,acl-1,1,40,4,T17-C2,T17,C2,script_opposition,18,2,1,3,"De verteller zag een rode file OP de navigatie, de navigatie zag het niet... Ook is ""betaalt contant"" niet logisch, je zou eerder zeggen ""betaalt met hun woongenot en veiligheid"" om duidelijk te maken wat het hen kost."
P18,acl-1,1,40,4,T18-A2,T18,A2,baseline,17,1,1,2,"Gebarentaal is ook taalgebonden, het is niet iets universeels. Nederlandse gebarentaal is anders dan Franse bijvoorbeeld. De grap is dus onlogisch."
P18,acl-1,1,40,4,T19-C1,T19,C1,script_opposition,9,1,1,1,"Ik kan niet volgen waar ""mijn angst was te klein"" vandaan komt, waarom dat een probleem zou zijn en waarom die persoon dan terugmoet naar de auto. Ook filmt een camera niet, dat doet een cameraman of een filmploeg."
P18,acl-1,1,40,4,T20-E2,T20,E2,validated_gtvh,6,2,3,2,"Er wordt ""Zodat"" bedoeld waar er ""Omdat"" staat. Ook is het wat raar dat het als ""financierde"" staat en niet als ""stelde hij in"" of ""bepaalde hij"", wat daadwerkelijk bepalend handelen inhoudt. Financieren is slechts ervoor zorg dragen dat het qua geld gedekt is."
P19,acl-1,1,28,2,T01-E2,T01,E2,validated_gtvh,5,1,1,1,Snap hem niet
P19,acl-1,1,28,2,T02-A2,T02,A2,baseline,12,3,2,2,
P19,acl-1,1,28,2,T03-E2,T03,E2,validated_gtvh,19,2,1,1,
P19,acl-1,1,28,2,T04-A1,T04,A1,baseline,8,2,2,1,
P19,acl-1,1,28,2,T05-C1,T05,C1,script_opposition,10,3,2,1,
P19,acl-1,1,28,2,T06-A1,T06,A1,baseline,2,4,3,2,
P19,acl-1,1,28,2,T07-C2,T07,C2,script_opposition,3,1,1,1,Snap de grap niet
P19,acl-1,1,28,2,T08-A1,T08,A1,baseline,4,3,2,2,
P19,acl-1,1,28,2,T09-E1,T09,E1,validated_gtvh,20,3,2,2,
P19,acl-1,1,28,2,T10-A2,T10,A2,baseline,11,3,2,2,
P19,acl-1,1,28,2,T11-C2,T11,C2,script_opposition,7,2,4,1,
P19,acl-1,1,28,2,T12-C1,T12,C1,script_opposition,16,2,2,1,
P19,acl-1,1,28,2,T13-E1,T13,E1,validated_gtvh,13,3,3,1,
P19,acl-1,1,28,2,T14-E1,T14,E1,validated_gtvh,15,3,2,2,
P19,acl-1,1,28,2,T15-C2,T15,C2,script_opposition,14,3,3,3,
P19,acl-1,1,28,2,T16-A1,T16,A1,baseline,1,1,1,1,"Ik snap hem niet helemaal, waarom geblesseerd"
P19,acl-1,1,28,2,T17-C2,T17,C2,script_opposition,18,4,4,2,
P19,acl-1,1,28,2,T18-A2,T18,A2,baseline,17,4,2,3,
P19,acl-1,1,28,2,T19-C1,T19,C1,script_opposition,9,4,3,2,
P19,acl-1,1,28,2,T20-E2,T20,E2,validated_gtvh,6,2,2,3,
P21,acl-1,1,34,1,T01-C1,T01,C1,script_opposition,1,1,1,1,Het is totaal geen logische opbouw naar een punchline
P21,acl-1,1,34,1,T02-E1,T02,E1,validated_gtvh,16,1,1,1,
P21,acl-1,1,34,1,T03-C1,T03,C1,script_opposition,10,1,1,3,
P21,acl-1,1,34,1,T04-C2,T04,C2,script_opposition,2,1,1,1,"Het is geen grap, nul samenhang, random zinnen"
P21,acl-1,1,34,1,T05-E2,T05,E2,validated_gtvh,4,1,1,1,Lijkt wel een nieuwsbericht
P21,acl-1,1,34,1,T06-C2,T06,C2,script_opposition,15,3,2,1,
P21,acl-1,1,34,1,T07-A1,T07,A1,baseline,14,1,1,1,
P21,acl-1,1,34,1,T08-C2,T08,C2,script_opposition,9,3,3,3,
P21,acl-1,1,34,1,T09-A2,T09,A2,baseline,13,2,2,2,
P21,acl-1,1,34,1,T10-E1,T10,E1,validated_gtvh,12,1,1,2,
P21,acl-1,1,34,1,T11-A1,T11,A1,baseline,17,3,2,2,
P21,acl-1,1,34,1,T12-E2,T12,E2,validated_gtvh,20,1,1,1,
P21,acl-1,1,34,1,T13-A2,T13,A2,baseline,7,2,2,2,Eindelijk een semi grappige
P21,acl-1,1,34,1,T14-A2,T14,A2,baseline,18,3,2,3,
P21,acl-1,1,34,1,T15-A1,T15,A1,baseline,11,4,4,3,
P21,acl-1,1,34,1,T16-C2,T16,C2,script_opposition,19,1,1,1,
P21,acl-1,1,34,1,T17-A1,T17,A1,baseline,5,2,2,1,"Beter dan de vorige, nog steeds matig"
P21,acl-1,1,34,1,T18-E1,T18,E1,validated_gtvh,6,1,1,4,Snap niet wat de grap moet zijn
P21,acl-1,1,34,1,T19-E2,T19,E2,validated_gtvh,8,1,1,1,Wederom niet leuk
P21,acl-1,1,34,1,T20-C1,T20,C1,script_opposition,3,1,1,1,Wederom geen logica
P20,acl-1,1,20,1,T01-E1,T01,E1,validated_gtvh,15,1,1,1,De grap werkt niet omdat de zinnen grammaticaal niet helemaal kloppen en omdat het niet logisch is
P20,acl-1,1,20,1,T02-A1,T02,A1,baseline,19,1,1,1,
P20,acl-1,1,20,1,T03-E1,T03,E1,validated_gtvh,7,1,2,1,
P20,acl-1,1,20,1,T04-E2,T04,E2,validated_gtvh,6,1,1,1,De grap werkt niet omdat er te veel context mist
P20,acl-1,1,20,1,T05-A2,T05,A2,baseline,20,2,2,1,
P20,acl-1,1,20,1,T06-E2,T06,E2,validated_gtvh,10,1,1,1,
P20,acl-1,1,20,1,T07-C1,T07,C1,script_opposition,2,1,1,1,
P20,acl-1,1,20,1,T08-E2,T08,E2,validated_gtvh,3,1,1,1,De grap werkt niet omdat er te weinig context is
P20,acl-1,1,20,1,T09-C2,T09,C2,script_opposition,5,1,1,1,De grap werkt niet omdat niks ervan klopt/logisch is
P20,acl-1,1,20,1,T10-A1,T10,A1,baseline,4,5,1,1,
P20,acl-1,1,20,1,T11-C1,T11,C1,script_opposition,18,1,1,1,
P20,acl-1,1,20,1,T12-A2,T12,A2,baseline,11,1,2,1,
P20,acl-1,1,20,1,T13-C2,T13,C2,script_opposition,8,1,1,1,
P20,acl-1,1,20,1,T14-C2,T14,C2,script_opposition,13,1,1,1,
P20,acl-1,1,20,1,T15-C1,T15,C1,script_opposition,9,2,3,1,
P20,acl-1,1,20,1,T16-E2,T16,E2,validated_gtvh,17,1,1,1,De grap werkt niet omdat alles onlogisch is en er context mist
P20,acl-1,1,20,1,T17-C1,T17,C1,script_opposition,16,1,1,1,"De grap werkt niet, omdat je niet zomaar in een rijexamen terechtkomt"
P20,acl-1,1,20,1,T18-A1,T18,A1,baseline,14,1,1,1,
P20,acl-1,1,20,1,T19-A2,T19,A2,baseline,1,1,3,4,
P20,acl-1,1,20,1,T20-E1,T20,E1,validated_gtvh,12,1,1,1,
P22,acl-1,1,35,3,T01-A1,T01,A1,baseline,14,2,2,2,
P22,acl-1,1,35,3,T02-C1,T02,C1,script_opposition,5,1,1,1,
P22,acl-1,1,35,3,T03-A1,T03,A1,baseline,3,2,2,2,
P22,acl-1,1,35,3,T04-A2,T04,A2,baseline,2,5,5,5,
P22,acl-1,1,35,3,T05-C2,T05,C2,script_opposition,10,3,3,3,
P22,acl-1,1,35,3,T06-A2,T06,A2,baseline,17,2,2,2,
P22,acl-1,1,35,3,T07-E1,T07,E1,validated_gtvh,6,1,1,1,
P22,acl-1,1,35,3,T08-A2,T08,A2,baseline,12,3,3,3,
P22,acl-1,1,35,3,T09-E2,T09,E2,validated_gtvh,13,3,3,3,
P22,acl-1,1,35,3,T10-C1,T10,C1,script_opposition,15,2,2,2,
P22,acl-1,1,35,3,T11-E1,T11,E1,validated_gtvh,11,3,3,3,
P22,acl-1,1,35,3,T12-C2,T12,C2,script_opposition,16,2,2,2,
P22,acl-1,1,35,3,T13-E2,T13,E2,validated_gtvh,4,3,3,3,
P22,acl-1,1,35,3,T14-E2,T14,E2,validated_gtvh,18,2,2,2,
P22,acl-1,1,35,3,T15-E1,T15,E1,validated_gtvh,19,2,2,2,
P22,acl-1,1,35,3,T16-A2,T16,A2,baseline,20,2,2,2,
P22,acl-1,1,35,3,T17-E1,T17,E1,validated_gtvh,1,1,1,1,staging test
P22,acl-1,1,35,3,T18-C1,T18,C1,script_opposition,9,3,3,3,
P22,acl-1,1,35,3,T19-C2,T19,C2,script_opposition,8,1,1,1,
P22,acl-1,1,35,3,T20-A1,T20,A1,baseline,7,5,5,5,
P23,acl-1,1,32,2,T01-A1,T01,A1,baseline,14,1,3,2,
P23,acl-1,1,32,2,T02-C1,T02,C1,script_opposition,5,1,1,1,
P23,acl-1,1,32,2,T03-A1,T03,A1,baseline,3,1,3,1,
P23,acl-1,1,32,2,T04-A2,T04,A2,baseline,2,2,4,3,
P23,acl-1,1,32,2,T05-C2,T05,C2,script_opposition,10,1,1,1,
P23,acl-1,1,32,2,T06-A2,T06,A2,baseline,17,1,2,2,
P23,acl-1,1,32,2,T07-E1,T07,E1,validated_gtvh,6,1,1,1,
P23,acl-1,1,32,2,T08-A2,T08,A2,baseline,12,1,2,3,
P23,acl-1,1,32,2,T09-E2,T09,E2,validated_gtvh,13,1,1,1,
P23,acl-1,1,32,2,T10-C1,T10,C1,script_opposition,15,1,3,2,
P23,acl-1,1,32,2,T11-E1,T11,E1,validated_gtvh,11,1,2,2,
P23,acl-1,1,32,2,T12-C2,T12,C2,script_opposition,16,1,1,1,
P23,acl-1,1,32,2,T13-E2,T13,E2,validated_gtvh,4,1,2,1,
P23,acl-1,1,32,2,T14-E2,T14,E2,validated_gtvh,18,1,1,1,
P23,acl-1,1,32,2,T15-E1,T15,E1,validated_gtvh,19,2,4,2,
P23,acl-1,1,32,2,T16-A2,T16,A2,baseline,20,3,4,2,
P23,acl-1,1,32,2,T17-E1,T17,E1,validated_gtvh,1,1,1,1,
P23,acl-1,1,32,2,T18-C1,T18,C1,script_opposition,9,1,1,1,
P23,acl-1,1,32,2,T19-C2,T19,C2,script_opposition,8,1,1,1,
P23,acl-1,1,32,2,T20-A1,T20,A1,baseline,7,2,2,1,
P33,acl-1,1,68,3,T01-C2,T01,C2,script_opposition,13,4,4,3,
P33,acl-1,1,68,3,T02-E2,T02,E2,validated_gtvh,19,3,3,4,
P33,acl-1,1,68,3,T03-C2,T03,C2,script_opposition,14,5,4,3,
P33,acl-1,1,68,3,T04-E1,T04,E1,validated_gtvh,2,1,2,3,
P33,acl-1,1,68,3,T05-A1,T05,A1,baseline,3,3,4,4,Een grapje met een wrange ondertoon
P33,acl-1,1,68,3,T06-E1,T06,E1,validated_gtvh,10,1,5,3,
P33,acl-1,1,68,3,T07-A2,T07,A2,baseline,15,2,4,4,
P33,acl-1,1,68,3,T08-E1,T08,E1,validated_gtvh,20,2,2,3,
P33,acl-1,1,68,3,T09-C1,T09,C1,script_opposition,17,3,2,3,
P33,acl-1,1,68,3,T10-E2,T10,E2,validated_gtvh,1,1,5,1,"Als deze ""grap"" in een context zou staan, zou hij misschien nog wel grappig zijn, maar hier kan ik niet om lachen."
P33,acl-1,1,68,3,T11-A2,T11,A2,baseline,16,1,3,3,
P33,acl-1,1,68,3,T12-A1,T12,A1,baseline,6,4,4,5,
P33,acl-1,1,68,3,T13-C1,T13,C1,script_opposition,11,3,2,3,Beetje bizarre grap
P33,acl-1,1,68,3,T14-C1,T14,C1,script_opposition,9,1,4,3,Flauw.
P33,acl-1,1,68,3,T15-A2,T15,A2,baseline,12,4,4,4,
P33,acl-1,1,68,3,T16-E1,T16,E1,validated_gtvh,5,2,3,3,Flauwe grap. In context was hij misschien leuker geweest.
P33,acl-1,1,68,3,T17-A2,T17,A2,baseline,4,2,4,3,
P33,acl-1,1,68,3,T18-E2,T18,E2,validated_gtvh,7,2,3,4,
P33,acl-1,1,68,3,T19-A1,T19,A1,baseline,8,5,4,4,
P33,acl-1,1,68,3,T20-C2,T20,C2,script_opposition,18,1,3,4,
P32,acl-1,1,63,5,T01-E2,T01,E2,validated_gtvh,9,1,1,1,Onzinnig
P32,acl-1,1,63,5,T02-A2,T02,A2,baseline,14,1,1,1,Onzinnig
P32,acl-1,1,63,5,T03-E2,T03,E2,validated_gtvh,13,1,1,1,Wow. Hoe verzin je het.
P32,acl-1,1,63,5,T04-A1,T04,A1,baseline,2,1,1,1,Te gezocht
P32,acl-1,1,63,5,T05-C1,T05,C1,script_opposition,6,1,1,1,Slaat nergens op
P32,acl-1,1,63,5,T06-A1,T06,A1,baseline,16,1,1,1,Onzinnig
P32,acl-1,1,63,5,T07-C2,T07,C2,script_opposition,5,1,1,1,Het slaat nergens op.
P32,acl-1,1,63,5,T08-A1,T08,A1,baseline,18,1,1,2,"Begon hoopvol, maar punchline mist de punch..."
P32,acl-1,1,63,5,T09-E1,T09,E1,validated_gtvh,17,1,1,1,Pfffff
P32,acl-1,1,63,5,T10-A2,T10,A2,baseline,7,1,1,1,Het wordt er niet beter op. Gewoon niet grappig.
P32,acl-1,1,63,5,T11-C2,T11,C2,script_opposition,4,1,1,1,Tja... what can I say. Nul samenhang...
P32,acl-1,1,63,5,T12-C1,T12,C1,script_opposition,11,1,1,1,Onzinnig
P32,acl-1,1,63,5,T13-E1,T13,E1,validated_gtvh,20,1,1,1,Onzinnig
P32,acl-1,1,63,5,T14-E1,T14,E1,validated_gtvh,19,1,1,1,Geen woorden om te beschrijven hoe dramatisch
P32,acl-1,1,63,5,T15-C2,T15,C2,script_opposition,3,1,1,1,.... er no clue
P32,acl-1,1,63,5,T16-A1,T16,A1,baseline,1,1,1,1,Punchline raakt kant nog wal
P32,acl-1,1,63,5,T17-C2,T17,C2,script_opposition,10,1,1,1,Onzinnig
P32,acl-1,1,63,5,T18-A2,T18,A2,baseline,12,1,1,1,Bizar slecht. En ook weer onzinnig
P32,acl-1,1,63,5,T19-C1,T19,C1,script_opposition,8,1,1,1,Onzinnige tekst
P32,acl-1,1,63,5,T20-E2,T20,E2,validated_gtvh,15,1,1,1,"Het woord saai, maar ook deze tekst is onzinnig"
P24,acl-1,1,58,5,T01-E2,T01,E2,validated_gtvh,4,1,1,3,
P24,acl-1,1,58,5,T02-A2,T02,A2,baseline,11,1,1,3,
P24,acl-1,1,58,5,T03-E2,T03,E2,validated_gtvh,5,1,1,3,
P24,acl-1,1,58,5,T04-A1,T04,A1,baseline,8,1,1,1,
P24,acl-1,1,58,5,T05-C1,T05,C1,script_opposition,1,1,1,2,
P24,acl-1,1,58,5,T06-A1,T06,A1,baseline,20,1,1,5,
P24,acl-1,1,58,5,T07-C2,T07,C2,script_opposition,2,1,1,2,
P24,acl-1,1,58,5,T08-A1,T08,A1,baseline,18,1,1,5,
P24,acl-1,1,58,5,T09-E1,T09,E1,validated_gtvh,12,1,1,3,
P24,acl-1,1,58,5,T10-A2,T10,A2,baseline,14,1,1,1,
P24,acl-1,1,58,5,T11-C2,T11,C2,script_opposition,17,1,1,4,
P24,acl-1,1,58,5,T12-C1,T12,C1,script_opposition,13,1,1,4,
P24,acl-1,1,58,5,T13-E1,T13,E1,validated_gtvh,16,1,1,1,
P24,acl-1,1,58,5,T14-E1,T14,E1,validated_gtvh,10,1,2,4,
P24,acl-1,1,58,5,T15-C2,T15,C2,script_opposition,19,1,1,4,
P24,acl-1,1,58,5,T16-A1,T16,A1,baseline,9,1,1,3,
P24,acl-1,1,58,5,T17-C2,T17,C2,script_opposition,7,1,1,3,
P24,acl-1,1,58,5,T18-A2,T18,A2,baseline,3,1,1,2,
P24,acl-1,1,58,5,T19-C1,T19,C1,script_opposition,6,1,1,3,
P24,acl-1,1,58,5,T20-E2,T20,E2,validated_gtvh,15,1,1,4,
P25,acl-1,1,72,3,T01-E1,T01,E1,validated_gtvh,5,3,3,3,T thema is wel duidelijk.  Maar de grap komt niet echt uit de verf.
P25,acl-1,1,72,3,T02-A1,T02,A1,baseline,10,3,2,3,
P25,acl-1,1,72,3,T03-E1,T03,E1,validated_gtvh,8,2,3,3,
P25,acl-1,1,72,3,T04-E2,T04,E2,validated_gtvh,19,1,1,1,
P25,acl-1,1,72,3,T05-A2,T05,A2,baseline,15,3,2,3,
P25,acl-1,1,72,3,T06-E2,T06,E2,validated_gtvh,3,2,3,3,Ja hij werkt; de sensor zal veel berichten sturen.
P25,acl-1,1,72,3,T07-C1,T07,C1,script_opposition,7,1,1,1,Niet te volgen
P25,acl-1,1,72,3,T08-E2,T08,E2,validated_gtvh,11,1,2,1,
P25,acl-1,1,72,3,T09-C2,T09,C2,script_opposition,17,1,1,1,
P25,acl-1,1,72,3,T10-A1,T10,A1,baseline,6,1,1,1,Onduidelijk: is t thema bezuinigingen?  is hij ontslagen?
P25,acl-1,1,72,3,T11-C1,T11,C1,script_opposition,12,2,2,2,
P25,acl-1,1,72,3,T12-A2,T12,A2,baseline,9,3,3,4,
